Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,word_count
5201,171,49,3,I thought it would annoy Ron most. But he's a menace.  He's got more tentacles than a Snarfalump plant.,19
5205,171,49,3,"On second thought -- maybe it'll keep Cormac at bay.  Oh no, here he comes!",15
5282,173,45,3,"You have to realize who you are, Harry.",8
5284,173,45,3,Sorry. So tell me what Arthur said.,7
5286,173,45,3,What would Draco want with a Vanishing Cabinet?,8
5288,173,45,3,"He looks different, don't you think?  Draco.  Almost... ill.",9
5292,173,45,3,"Excuse me, I have to go vomit.",7
5329,175,39,3,"Dead. Did you actually expect you could just walk up to Ol' Sluggy and ask him to reveal his deepest, darkest secret?  Honestly, Harry, sometimes I think the Daily Prophet should call you the Dim One.",36
5331,175,39,3,"You're going to have to persuade him somehow.  And now, I'm afraid, you've made it a lot harder.",18
5334,175,39,3,That's... not possible.  No one can leave the castle these days. The Map is wrong.,15
5398,175,43,3,I might ask you the same.,6
5400,175,43,3,I happen to be his... friend.,6
5402,175,43,3,"He's been poisoned, you daft dimbo! And for the record, I've always found him interesting.",15
5409,176,36,3,Ron.  Stop.  You're making it snow.,6
5412,176,36,3,"Um, well, she came to visit you in the hospital, you see, and you talked -- I don't believe it was a long conversation --",25
5414,176,36,3,"Does, doesn't she?  And you say you don't remember a thing from that night?  Not one thing?",17
5417,176,36,3,That's Katie.  That's Katie Bell.,5
5441,178,39,3,Well?  How do you feel?,5
5443,178,39,3,"Now remember.  Slughorn usually eats early, takes a short walk and then returns to his office.",16
5445,178,39,3,"What?  No, Harry -- you've got to go see Slughorn.  We have a plan --",15
5556,180,45,3,If one wants it to be.  Why?,7
5559,180,45,3,"Of course, and that explains the Vanishing Cabinet as well!",10
5563,180,45,3,What if there are?,4
5702,183,23,3,Strange.  Thinking this is a piece of Voldemort's soul...,9
5705,183,23,3,"'To the Dark Lord.  I know I will be dead long before you read this but I want you to know that it was I who discovered your secret.  I have stolen the real Horcrux and intend to destroy it as soon as I can.  I face death in the hope that when you meet your match, you will be mortal once more.  R.A.B.'",64
5707,183,23,3,"Ron's okay with it, you know.  You and Ginny.  But if I were you, when he's around, I'd keep the snogging to a minimum.",24
5709,183,23,3,We reckoned -- Ron and me.,6
5711,183,23,3,"I've always admired your courage, Harry, but sometimes... you're really thick.",11
5712,183,23,3,"You don't honestly think you can find all those Horcruxes by yourself, do you? You need us, Harry.",18
5714,183,23,3,Like that's going to happen.,5
5717,183,23,3,"Yes, but I'm exceptionally perceptive.",5
5719,183,23,3,Do you think we'll ever... come back?,7
5807,186,8,3,I told you he'd take it well.,7
5829,186,8,3,"Harry, your eyesight really is awful.",6
5931,189,17,3,"We were friendly, not close like Harry, but --",9
5945,189,17,3,To Harry!  It belongs to Harry! It chose him!  It came to him in the Chamber of Secrets when he most needed it!,23
5951,189,17,3,"Where is your guard, sir?",5
5999,191,7,3,Shaftesbury Avenue.  I used to come here to the theater with my mum and dad.  Just popped into my head.  I don't know why...,24
6001,191,7,3,We need to change.,4
6005,191,7,3,Always the tone of surprise.,5
6006,191,7,3,That'll be the books.,4
6009,191,7,3,"Ron's right.  Cappuccino, please.",4
6014,191,7,3,"Too dangerous.  If Voldemort's taken over the Ministry, none of the old places are safe.",15
6017,191,7,3,I've had the essentials packed for days.  Just in case.,10
6033,191,7,3,Maybe you still have the Trace on you.,8
6036,191,7,3,"We didn't celebrate your birthday, Harry.  Ginny and I -- we'd prepared a cake.  We were going to bring it out at the end of the wedding...",27
6044,191,7,3,"Mad-eye's doing, I'd guess.  In case Snape decided to come snooping.",11
6046,191,7,3,It's a spell to reveal human presence.,7
6052,191,7,3,Ron!  I've found him!,4
6054,191,7,3,"Harry, you can't just disappear. We thought --",8
6055,191,7,3,It's from your Mum.  To Sirius. Bathilda Bagshot...?,8
6059,191,7,3,"Harry.  I can imagine why you'd want to go there, but... I don't think Bathilda Bagshot is going to know where Voldemort hid his Horcruxes.",25
6065,191,7,3,"Yes.  Question is, did he actually destroy the real Horcrux?",10
6077,192,7,3,But was it here?  Did you ever see it?,9
6093,192,7,3,They have flesh memories.,4
6094,192,7,3,"Snitches.  They're never touched by bare skin until the Seeker captures it.  Even the wizard who fabricates it wears gloves.  That way, if there's a dispute, the Snitch can identify who first touched it.",34
6096,192,7,3,"When Scrimgeour first gave it to you, I thought it might open at your touch -- that Dumbledore had hidden something in it.",23
6112,193,7,3,You've still got it.,4
6118,194,70,3,"Well, unless one of you fancies wearing a skirt...",9
6119,194,70,3,Remember what we said.  Keep your eyes down.  Don't speak to anyone unless absolutely necessary.  Act as normal as possible.  Just do what you see everyone else doing. We do that -- and with a bit of luck -- we get ourselves inside. And then...,45
6123,194,70,3,"Completely, utterly, without question.",4
6126,194,70,3,"Mafalda Hopkirk, assistant in the Improper Use of Magic Office.",10
6128,194,70,3,You're somebody.  Be careful.,4
6135,194,70,3,Muggles.  In their rightful place.,5
6137,194,70,3,You appear to be quite popular.,6
6153,194,70,3,Try Finite Incantatem.  Of course if something's gone wrong with an Atmospheric Charm --,14
6157,194,70,3,I don't like him being on his own down there.,10
6159,194,70,3,"You really have horrible teeth, you know that.",8
6203,194,70,3,Harry... they've seen you.  We've got to get out of here.,11
6210,195,74,3,"Harry, quickly, in my bag, there's a small bottle labeled 'Essence of Dittany.'",13
6217,195,74,3,"We were.  We were there.  But Yaxley had hold of me.  I knew we couldn't stay once he'd seen, so when he let go I brought us here. Ron got Splinched.  I'm... sorry.",33
6219,195,74,3,It's all I feel safe doing.,6
6220,195,74,3,Salvio Hexia... Protego Totalum...,4
6222,195,74,3,"Protective enchantments.  I don't fancy another visit like we had on Shaftesbury Avenue, do you? Especially with Ron like this. You can get going on the tent...",27
6225,195,74,3,How're the mushrooms?  Seem to be the only edible things growing round here.,13
6227,195,74,3,Make sure to leave some for Ron.,7
6230,195,74,3,"He'll be alright in a few days. Hopefully.  If we could take him to Hogwarts, to Madam Pomfrey --",19
6231,195,74,3,So where do we go next?,6
6233,195,74,3,"It scares me a bit, that, thinking it's a piece of Vol--",12
6244,195,74,3,I hate it.  It's like he's here with us.,9
6253,195,74,3,I can put it in my bag --,8
6260,195,74,3,I thought it had stopped.,5
6261,195,74,3,"You can't let him in, Harry. Dumbledore himself said it.  You have to close your mind.  It's too dangerous --",20
6263,195,74,3,Tell me. What you saw.,5
6268,195,74,3,Viktor got his wand from Gregorovitch.  Most Durmstrang students did at one time.  What's he got to do with You-Know-Who?,20
6270,195,74,3,Don't -- It... comforts him.,5
6272,195,74,3,I think he just hopes he doesn't hear bad news.  It gets him through the day.,16
6274,195,74,3,"We've all made sacrifices, Harry.",5
6276,195,74,3,I don't know.  It takes time.  I'm doing all I can.,11
6279,195,74,3,Take it off.  Now.,4
6282,195,74,3,It's cold.  Even though it's been lying against your skin for days.,12
6283,195,74,3,We'll take turns.  Okay?,4
6287,196,74,3,He could smell it.  My perfume.,6
6289,197,74,3,I told you.  Ron's not strong enough to Apparate.,9
6295,197,74,3,No one can conjure food out of thin air.  Food is the first of the five Principal Exceptions to Gamp's Law.  The other four are --,26
6303,197,74,3,None of us do.,4
6305,197,74,3,I don't like this place.,5
6306,197,74,3,I want to go.,4
6307,197,74,3,I'll tell you in a minute.,6
6309,197,74,3,Alright.  The Sword of Gryffindor? It's Goblin made.,8
6311,197,74,3,You don't understand.  Dirt and rust have no effect on the blade. It only takes in that which makes it stronger.,21
6313,197,74,3,"Harry.  You already destroyed one Horcrux, right?  Tom Riddle's diary -- in the Chamber of Secrets.",16
6315,197,74,3,"Don't you see!  In the Chamber of Secrets, you stabbed the basilisk with the Sword of Gryffindor.",17
6316,197,74,3,Its blade is impregnated with basilisk venom.,7
6320,197,74,3,Which is why Dumbledore left it to you in his will.,11
6322,197,74,3,"Actually, I'm highly logical, which allows me to look past the extraneous detail and perceive clearly that which others overlook.",20
6337,197,74,3,"Take it off, Ron.  Please take it off.  You wouldn't be talking like this if you hadn't been wearing it all day --",23
6339,197,74,3,"Harry, we weren't --",4
6341,197,74,3,I didn't!  Not like that!  Harry -- I didn't!,9
6350,197,74,3,"What?  Ron, no -- please --",6
6353,198,74,3,It's a Muggle station.,4
6355,198,74,3,'I open at the close?',5
6357,198,74,3,"I don't know.  But look, I've found something as well...",10
6358,198,74,3,"I thought it was a picture of an eye, but now I don't think it is. It isn't a rune and it's not in Spellman's Syllabary either.  And it's been inked in -- somebody drew it -- it isn't part of the book.",43
6360,198,74,3,What d'you mean -- wearing it?,6
6362,198,74,3,Why would someone have drawn it in a children's book?,10
6364,198,74,3,And it's exactly where You-Know- Who will expect you to go. Because it means something to you.,17
6366,198,74,3,"It's dangerous, Harry.  But I have to admit, recently even I've been thinking we might have to go.  I think it's possible something else is hidden there. The sword.  If Dumbledore didn't want it falling into the Ministry's hands, but wanted you to find it, what better place to hide it than the birthplace of the founder of Gryffindor himself?",60
6368,198,74,3,"Harry, did you ever even open A History of Magic?",10
6371,198,74,3,Don't ever let me give you a haircut again.,9
6372,199,9,3,I still think we should've used Polyjuice Potion.,8
6374,199,9,3,"Harry, I think it's Christmas Eve! Listen...",7
6376,199,9,3,Yeah. I think they would.,5
6380,199,9,3,Did you know he had a sister?,7
6383,199,9,3,"Ignotus... Hey, Har --",4
6388,199,9,3,Someone's watching us.  By the gate.,6
6390,199,9,3,I don't think this is a good idea.,8
6392,199,9,3,Muggles who've just been laying flowers on your parents' grave.,10
6397,200,9,3,"Harry, I'm not sure about this.",6
6399,200,9,3,There's something odd about her. And what's that smell?,9
6402,200,9,3,"You have a lovely house, Miss Bagshot.",7
6418,200,68,3,"Harry... Harry, can you hear me...?",6
6424,200,68,3,I'm fine.  But you've been sick. Rest... Rest a bit more...,11
6426,200,68,3,"The Forest of Dean.  I came here once with my mum and dad, years ago.  It's just how I remember it. The trees.  The river.  It's like nothing's changed.  Not true, of course.  Everything's changed.  If I brought my parents here, they wouldn't recognize any of it.  Not the trees.  Not the river.  Not... me.",55
6428,200,68,3,"Wendell and Monica Wilkens now reside happily in Sydney, Australia.  They have two dogs, run a small sweet shop, but floss daily.  No children.",24
6429,200,68,3,"Maybe we should just stay here, Harry.  Grow old.",9
6430,200,68,3,"You wanted to know who the boy in the photograph was.  Well, I know.",14
6431,200,68,3,"It was in Bathilda's sitting room. Rita Skeeter had sent it to her. Harry, it doesn't make for very nice reading --",22
6437,200,68,3,"Gellert Grindelwald.  He's not very well known in Britain, but there was a time, before You-Know- Who...",17
6439,200,68,3,"When Grindelwald was seventeen, he was expelled from Durmstrang. He'd started doing some twisted things at school -- experiments. A few teachers had always protected him, but they couldn't anymore.  After he left, he traveled for awhile, then ended up in Godric's Hollow where his great aunt lived, Bathilda Bagshot.",50
6441,200,68,3,"She introduced him to Dumbledore. It made sense.  Dumbledore's mother had just died, Grindelwald was troubled and they were both brilliant -- they'd never really had anyone they could talk to on the same level.  They did a lot of talking that summer.  But they always returned to one particular subject.",51
6442,200,68,3,Wizard rule over Muggles.,4
6446,200,68,3,"It was something Dumbledore came up with.  He believed wizards were superior and should rule over Muggles, but gently, for their own good.  Grindelwald took a more violent position.",29
6447,200,68,3,"It was a different time, Harry. It was one summer.  Dumbledore was young --",14
6449,200,68,3,"He changed, Harry.  Years later, it was Dumbledore who put Grindelwald in prison.",13
6452,200,68,3,"It's my fault.  As we were leaving Godric's Hollow, I cast a curse and it rebounded... I'm sorry, Harry, I tried to mend it but wands are different --",29
6454,200,68,3,Maybe we can --,4
6457,201,68,3,"He loved you, Harry.  I know he loved you.",9
6487,201,68,3,"Who could look at you beside Harry Potter?  What are you, compared with the Chosen One...?",16
6490,201,68,3,"Who wouldn't prefer him, what woman would take you, you are nothing, nothing, nothing to him...",16
6503,201,68,3,"You -- complete -- arse -- Ronald -- Weasley!  You crawl back here after all these weeks and say, 'Hey?' Where's my wand?  Harry, where's my wand!",27
6505,201,68,3,"Harry Potter, you give me my wand!",7
6507,201,68,3,Never mind why he's got my wand --,8
6511,201,68,3,Don't think this changes anything.,5
6513,201,68,3,See me doing what things?,5
6514,201,68,3,What happened out there?,4
6523,202,68,3,And what may I ask did I say?,8
6541,202,68,3,What's going on in there?,5
6545,202,68,3,We need to talk.,4
6547,202,68,3,I want to go and see Xenophilius Lovegood.,8
6549,202,68,3,See this?  It's a letter Dumbledore wrote to Grindelwald. Look at the signature.  It's the mark again.,17
6550,202,68,3,It keeps cropping up.  Here.  In Beedle the Bard.  In the graveyard in Godric's Hollow -- what?,17
6555,202,68,3,"Harry, you don't have a clue where the next Horcrux is.  And neither do I.  But this, this means something.  I'm sure of it.",24
6559,202,68,3,I'm always mad at him.,5
6575,203,12,3,Do you see that?,4
6577,203,12,3,No!  Don't go near it!,5
6578,203,12,3,It's an Erumpent horn.  It's a Class B Tradeable Material.,10
6581,203,12,3,"Where is Luna, sir?",4
6596,203,12,3,"Granger.  Well... all right. There were once three brothers who were traveling along a lonely, winding road at twilight --",20
6598,203,12,3,"In time, the brothers reached a river too treacherous to pass...",11
6604,203,12,3,"Mr. Lovegood, does the Peverell family have anything to do with the Deathly Hallows?",14
6609,204,12,3,"It's obvious, isn't it?",4
6614,204,12,3,Its owner grew drunk with power and was murdered.,9
6616,204,12,3,"Why the Stone, Harry?",4
6618,204,12,3,But according to the story they don't want to come back.  It's all rubbish anyway.  There's no such thing as the Deathly Hallows.,23
6620,204,12,3,There have always been Cloaks --,6
6623,204,12,3,"Mr. Lovegood.  Thank you, sir --",6
6628,204,12,3,"No matter, sir.  We really ought to be go--",9
6636,204,12,3,Ron!  Harry!  Take my hand!,5
6690,206,13,3,I didn't take anything. Please. I didn't take anything.,9
6764,210,15,3,"Harry, are you thinking there's a Horcrux in Bellatrix's vault?",10
6789,211,15,3,Positive. Harry turns to the two wands on the table -- the ones he showed Ollivander -- and extends the longest to Hermione.,23
6792,211,15,3,But I hate that thing -- that's the wand that killed Sirius! How can I hold it and not feel...,20
6797,211,15,3,"It is, Harry. Did Dumbledore ever say anything to you, something that might explain why --",16
6800,211,15,3,"It's perfect. Thank you, Fleur.",5
6833,212,2,3,He's right. I was being stupid.,6
6873,212,2,3,It looks like it's been down here forever.,8
6885,212,2,3,No wonder Bellatrix thought it was real.,7
6887,213,2,3,"It's hot! All eyes turn to the bowl, WOBBLING MADLY on the floor, when... it SPLITS APART and begins to MULTIPLY.",21
6891,213,2,3,How're we going to reach it?,6
6903,214,2,3,We can't just stand here! Who's got an idea?,9
6905,214,2,3,I've got something. But it's mad.,6
6909,214,2,3,It doesn't realize it's free!,5
6917,214,74,3,How is it you --,5
6919,214,74,3,"You let him in! Harry, you can't --",8
6928,214,74,3,Tonight? But we have to plan. We have to figure out what --,13
6935,215,21,3,They were ready for us.,5
6939,215,21,3,"No, you'll give us away.",5
6944,216,21,3,Harry! I can see you! In here!,7
6955,216,21,3,Do you hear much from the others? From the Order?,10
6974,216,21,3,"That's Ariana, isn't it? Your sister. She's beautiful.",8
6976,216,21,3,"She died very young, didn't she.",6
6978,216,21,3,Mr. Dumbledore... thank you.,4
6979,216,21,3,"Did save our lives twice. Kept an eye on us in that mirror. That doesn't seem like someone who's given up, does it?",23
6980,216,21,3,She's coming back! And she's got someone with her!,9
6989,217,55,3,"How bad is it, Neville? With Snape as Headmaster.",9
6993,217,55,3,They did that to you? But why?,7
7050,219,66,3,Unless we can destroy it.,5
7052,219,66,3,You were thinking. It's Ron's idea. And it's brilliant.,9
7055,219,66,3,Where are you going?,4
7091,221,25,3,No. Of course not.,4
7143,223,66,3,He vanished. Just now. I saw it. Ron glances at MAP -- then:,13
7144,223,66,3,That's right. I did.,4
7162,223,55,3,Did you see where it went? The diadem!,8
7283,226,33,3,"What is it, Harry? What is it you",8
7286,226,33,3,I'll go with you. I/'ll --,6
7412,232,66,3,I don't want you to say anything you wouldn't say if we weren't about to be killed by a giant snake! It'll just ruin it!,25
7417,233,66,3,What's the matter with her?,5
7421,233,66,3,Can't make an omelette without breaking a few eggs.,9
7422,233,66,3,Something my mum used to say.,6
7423,233,66,3,Why didn't it work for him? The Elder wand.,9
7432,234,71,3,Don't forget to give Professor Longbottom our best.,8
